Master,Miss,Mr,Mrs,Officer,Royalty,Pclass_1,Pclass_2,Pclass_3,FamilySize,Family_Single,Family_Small,Family_Large,Fare,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_U,Embarked_C,Embarked_Q,Embarked_S,Sex
False,False,False,True,False,False,False,True,False,1,1,0,0,13.0,False,False,False,True,False,False,False,False,False,False,False,True,0
False,False,False,True,False,False,False,False,True,3,0,1,0,20.525,False,False,False,False,False,False,False,False,True,False,False,True,0
False,True,False,False,False,False,True,False,False,2,0,1,0,57.9792,False,True,False,False,False,False,False,False,False,True,False,False,0
False,True,False,False,False,False,False,False,True,3,0,1,0,23.25,False,False,False,False,False,False,False,False,True,False,True,False,0
False,False,True,False,False,False,True,False,False,1,1,0,0,28.5,False,False,True,False,False,False,False,False,False,False,False,True,1
False,False,True,False,False,False,True,False,False,2,0,1,0,153.4625,False,False,True,False,False,False,False,False,False,False,False,True,1
False,False,True,False,False,False,False,False,True,3,0,1,0,18.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,True,False,False,2,0,1,0,133.65,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.8958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,2,0,1,0,66.6,False,False,True,False,False,False,False,False,False,False,False,True,1
False,True,False,False,False,False,True,False,False,1,1,0,0,134.5,False,False,False,False,True,False,False,False,False,True,False,False,0
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,1,1,0,0,35.5,False,False,False,False,False,False,False,True,False,False,False,True,1
True,False,False,False,False,False,False,True,False,3,0,1,0,26.0,False,False,False,False,False,True,False,False,False,False,False,True,1
False,True,False,False,False,False,True,False,False,6,0,0,1,263.0,False,False,True,False,False,False,False,False,False,False,False,True,0
False,False,True,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,True,False,False,False,False,False,True,0
False,True,False,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,False,True,False,False,False,False,True,2,0,1,0,16.1,False,False,False,False,False,False,False,False,True,False,False,True,0
True,False,False,False,False,False,False,False,True,3,0,1,0,15.9,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.6625,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,9.225,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,1,1,0,0,35.0,False,False,True,False,False,False,False,False,False,False,False,True,1
False,False,True,False,False,False,False,False,True,3,0,1,0,7.2292,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,True,False,False,False,False,False,True,2,0,1,0,17.8,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.225,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,9.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,True,False,False,2,0,1,0,55.0,False,False,False,False,True,False,False,False,False,False,False,True,0
False,True,False,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,True,False,False,False,False,False,False,True,1,1,0,0,7.8792,False,False,False,False,False,False,False,False,True,False,True,False,0
False,True,False,False,False,False,False,False,True,1,1,0,0,7.8792,False,False,False,False,False,False,False,False,True,False,True,False,0
False,False,True,False,False,False,False,False,True,6,0,0,1,27.9,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,2,0,1,0,27.7208,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,False,True,False,False,False,False,True,2,0,1,0,14.4542,False,False,False,False,False,False,False,False,True,True,False,False,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,2,0,1,0,15.5,False,False,False,False,False,False,False,False,True,False,True,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.25,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,True,False,False,2,0,1,0,75.25,False,False,False,True,False,False,False,False,False,True,False,False,0
False,False,False,True,False,False,False,False,True,1,1,0,0,7.2292,False,False,False,False,False,False,False,False,True,True,False,False,0
False,True,False,False,False,False,False,False,True,1,1,0,0,7.75,False,False,False,False,False,False,False,False,True,False,True,False,0
False,False,False,True,False,False,True,False,False,1,1,0,0,69.3,False,True,False,False,False,False,False,False,False,True,False,False,0
False,False,True,False,False,False,True,False,False,2,0,1,0,55.4417,False,False,False,False,True,False,False,False,False,True,False,False,1
False,False,True,False,False,False,False,False,True,2,0,1,0,6.4958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,1,1,0,0,135.6333,False,False,False,False,False,False,False,False,True,True,False,False,1
False,True,False,False,False,False,False,False,True,5,0,0,1,21.075,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,False,True,False,False,True,False,False,2,0,1,0,82.1708,False,False,False,False,False,False,False,False,True,True,False,False,0
False,True,False,False,False,False,False,False,True,1,1,0,0,7.25,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,True,False,False,3,0,1,0,211.5,False,False,True,False,False,False,False,False,False,True,False,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,4.0125,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.775,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,True,False,False,1,1,0,0,227.525,False,False,False,False,False,False,False,False,True,True,False,False,0
False,True,False,False,False,False,False,False,True,3,0,1,0,15.7417,False,False,False,False,False,False,False,False,True,True,False,False,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.925,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,True,False,False,2,0,1,0,52.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.8958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,73.5,False,False,False,False,False,False,False,False,True,False,False,True,1
True,False,False,False,False,False,False,False,True,8,0,0,1,46.9,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.7292,False,False,False,False,False,False,False,False,True,False,True,False,1
False,True,False,False,False,False,False,True,False,1,1,0,0,12.0,False,False,False,False,False,False,False,False,True,True,False,False,0
False,False,True,False,False,False,True,False,False,4,0,1,0,120.0,False,True,False,False,False,False,False,False,False,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.7958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,3,0,1,0,7.925,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,True,False,False,2,0,1,0,113.275,False,False,False,True,False,False,False,False,False,True,False,False,0
False,False,False,True,False,False,False,False,True,3,0,1,0,16.7,False,False,False,False,False,False,True,False,False,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.7958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,1,1,0,0,7.8542,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,True,False,1,1,0,0,26.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,False,True,False,False,True,False,1,1,0,0,10.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,False,True,False,1,1,0,0,12.65,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.925,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,2,0,1,0,9.825,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,2,0,1,0,15.85,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,1,1,0,0,8.6625,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,True,False,2,0,1,0,21.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.75,False,False,False,False,False,False,False,False,True,False,False,True,1
True,False,False,False,False,False,False,True,False,3,0,1,0,18.75,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.775,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,5,0,0,1,25.4667,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.8958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,6.8583,False,False,False,False,False,False,False,False,True,False,True,False,1
False,True,False,False,False,False,True,False,False,2,0,1,0,90.0,False,False,True,False,False,False,False,False,False,False,True,False,0
False,False,True,False,False,False,False,True,False,1,1,0,0,0.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.925,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,False,True,False,False,False,True,False,3,0,1,0,32.5,False,False,False,False,False,False,False,False,True,False,False,True,0
False,True,False,False,False,False,False,True,False,3,0,1,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,3,0,1,0,24.15,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.8958,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.7333,False,False,False,False,False,False,False,False,True,False,True,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.875,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,False,False,True,3,0,1,0,14.4,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,3,0,1,0,20.2125,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.25,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,False,True,False,2,0,1,0,26.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,True,False,False,False,False,False,True,False,1,1,0,0,26.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.75,False,False,False,False,False,False,False,False,True,False,True,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,True,False,False,False,False,False,False,True,1
False,False,True,False,False,False,True,False,False,1,1,0,0,26.55,False,False,True,False,False,False,False,False,False,False,False,True,1
False,False,False,True,False,False,False,False,True,2,0,1,0,16.1,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,False,True,False,False,False,True,False,2,0,1,0,26.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.125,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,2,0,1,0,55.9,False,False,False,False,True,False,False,False,False,False,False,True,1
False,True,False,False,False,False,True,False,False,4,0,1,0,120.0,False,True,False,False,False,False,False,False,False,False,False,True,0
False,True,False,False,False,False,False,False,True,5,0,0,1,34.375,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,False,True,False,False,False,True,False,6,0,0,1,18.75,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,True,False,False,6,0,0,1,263.0,False,False,True,False,False,False,False,False,False,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,10.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,False,True,False,3,0,1,0,26.25,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,9.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,2,0,1,0,7.775,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,8.1125,False,False,False,False,False,False,False,False,True,False,False,True,1
True,False,False,False,False,False,True,False,False,3,0,1,0,81.8583,True,False,False,False,False,False,False,False,False,False,False,True,1
False,True,False,False,False,False,False,True,False,2,0,1,0,19.5,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,True,False,False,1,1,0,0,26.55,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,4,0,1,0,19.2583,False,False,False,False,False,False,False,False,True,True,False,False,0
False,False,False,False,True,False,True,False,False,1,1,0,0,30.5,False,False,True,False,False,False,False,False,False,False,False,True,1
False,False,True,False,False,False,False,True,False,4,0,1,0,27.75,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,2,0,1,0,19.9667,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,1,1,0,0,27.75,False,False,True,False,False,False,False,False,False,True,False,False,1
False,False,True,False,False,False,True,False,False,2,0,1,0,89.1042,False,False,True,False,False,False,False,False,False,True,False,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.8958,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,True,False,False,False,True,False,False,1,1,0,0,26.55,False,False,False,False,True,False,False,False,False,False,False,True,1
False,False,False,True,False,False,True,False,False,2,0,1,0,51.8625,False,False,False,True,False,False,False,False,False,False,False,True,0
False,True,False,False,False,False,False,True,False,1,1,0,0,10.5,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.75,False,False,False,False,False,False,False,False,True,False,True,False,1
False,False,True,False,False,False,True,False,False,1,1,0,0,26.55,False,False,False,False,True,False,False,False,False,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,1,1,0,0,38.5,False,False,False,False,True,False,False,False,False,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,0.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,1,1,0,0,26.55,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.725,False,False,False,False,False,False,False,False,True,False,True,False,1
False,True,False,False,False,False,False,False,True,4,0,1,0,19.2583,False,False,False,False,False,False,False,False,True,True,False,False,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.25,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.6625,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,False,True,False,4,0,1,0,27.75,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,False,True,False,False,False,True,False,1,1,0,0,13.7917,False,False,False,True,False,False,False,False,False,True,False,False,0
False,True,False,False,False,False,False,False,True,1,1,0,0,9.8375,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,True,False,False,1,1,0,0,52.0,True,False,False,False,False,False,False,False,False,False,False,True,1
False,False,True,False,False,False,False,True,False,2,0,1,0,21.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,2,0,1,0,7.0458,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.5208,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,2,0,1,0,12.2875,False,False,False,False,False,False,False,False,True,False,False,True,0
True,False,False,False,False,False,False,False,True,8,0,0,1,46.9,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,0.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,False,False,True,1,1,0,0,9.5875,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,True,False,False,2,0,1,0,91.0792,False,True,False,False,False,False,False,False,False,True,False,False,1
False,True,False,False,False,False,False,False,True,5,0,0,1,25.4667,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,False,True,False,False,True,False,False,2,0,1,0,90.0,False,False,True,False,False,False,False,False,False,False,False,True,0
False,False,True,False,False,False,True,False,False,1,1,0,0,29.7,False,True,False,False,False,False,False,False,False,True,False,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
True,False,False,False,False,False,False,False,True,3,0,1,0,15.9,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,2,0,1,0,19.9667,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.25,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,1,1,0,0,30.5,False,False,True,False,False,False,False,False,False,False,False,True,1
False,False,True,False,False,False,True,False,False,1,1,0,0,49.5042,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,14.4583,False,False,False,False,False,False,False,False,True,True,False,False,1
False,True,False,False,False,False,True,False,False,2,0,1,0,78.2667,False,False,False,True,False,False,False,False,False,True,False,False,0
False,False,True,False,False,False,False,False,True,1,1,0,0,15.1,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,True,False,False,4,0,1,0,151.55,False,False,True,False,False,False,False,False,False,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.7958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.6625,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,1,1,0,0,7.75,False,False,False,False,False,False,False,False,True,False,True,False,0
False,True,False,False,False,False,False,False,True,1,1,0,0,7.6292,False,False,False,False,False,False,False,False,True,False,True,False,0
False,True,False,False,False,False,False,False,True,1,1,0,0,9.5875,False,False,False,False,False,False,False,False,True,False,False,True,0
False,True,False,False,False,False,True,False,False,1,1,0,0,86.5,False,True,False,False,False,False,False,False,False,False,False,True,0
False,False,True,False,False,False,True,False,False,2,0,1,0,108.9,False,False,True,False,False,False,False,False,False,True,False,False,1
False,False,False,True,False,False,False,True,False,3,0,1,0,26.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,True,False,False,1,1,0,0,26.55,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,22.525,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,56.4958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.75,False,False,False,False,False,False,False,False,True,False,True,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,1,1,0,0,26.2875,False,False,False,False,True,False,False,False,False,False,False,True,1
False,False,False,True,False,False,True,False,False,2,0,1,0,59.4,False,False,False,False,False,False,False,False,True,True,False,False,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.4958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,1,1,0,0,34.0208,False,False,False,True,False,False,False,False,False,False,False,True,1
False,False,False,True,False,False,False,True,False,1,1,0,0,10.5,False,False,False,False,False,True,False,False,False,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,24.15,False,False,False,False,False,False,False,False,True,False,True,False,1
False,False,False,True,False,False,False,True,False,2,0,1,0,26.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.8958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,True,False,False,1,1,0,0,93.5,False,True,False,False,False,False,False,False,False,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.8958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.225,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,False,True,False,False,True,False,False,2,0,1,0,57.9792,False,True,False,False,False,False,False,False,False,True,False,False,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.2292,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.75,False,False,False,False,False,False,False,False,True,False,True,False,1
False,True,False,False,False,False,False,True,False,1,1,0,0,10.5,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,True,False,False,1,1,0,0,221.7792,False,False,True,False,False,False,False,False,False,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.925,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,4,0,1,0,11.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,True,False,3,0,1,0,26.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.2292,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,True,False,False,False,False,False,True,3,0,1,0,7.2292,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,False,True,False,False,False,False,True,3,0,1,0,22.3583,False,False,False,False,False,False,False,False,True,True,False,False,0
False,True,False,False,False,False,False,False,True,1,1,0,0,8.6625,False,False,False,False,False,False,False,False,True,False,False,True,0
False,True,False,False,False,False,False,True,False,3,0,1,0,26.25,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,False,False,True,False,True,False,False,1,1,0,0,26.55,False,True,False,False,False,False,False,False,False,False,False,True,1
False,True,False,False,False,False,True,False,False,1,1,0,0,106.425,False,False,False,False,False,False,False,False,True,True,False,False,0
False,False,True,False,False,False,False,False,True,1,1,0,0,14.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,True,False,False,3,0,1,0,49.5,False,True,False,False,False,False,False,False,False,True,False,False,0
False,True,False,False,False,False,True,False,False,3,0,1,0,71.0,False,True,False,False,False,False,False,False,False,False,False,True,0
False,True,False,False,False,False,False,False,True,7,0,0,1,31.275,False,False,False,False,False,False,False,False,True,False,False,True,0
False,True,False,False,False,False,False,False,True,7,0,0,1,31.275,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,True,False,2,0,1,0,26.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,2,0,1,0,106.425,False,False,True,False,False,False,False,False,False,True,False,False,1
False,False,True,False,False,False,True,False,False,1,1,0,0,26.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,False,True,False,2,0,1,0,26.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,True,False,1,1,0,0,13.8625,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,True,False,False,False,False,False,True,3,0,1,0,20.525,False,False,False,False,False,False,False,False,True,False,False,True,1
True,False,False,False,False,False,False,True,False,3,0,1,0,36.75,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,3,0,1,0,110.8833,False,False,True,False,False,False,False,False,False,True,False,False,1
False,False,True,False,False,False,False,True,False,1,1,0,0,26.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.8292,False,False,False,False,False,False,False,False,True,False,True,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.225,False,False,False,False,False,False,False,False,True,True,False,False,1
False,True,False,False,False,False,False,False,True,1,1,0,0,7.775,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,True,False,False,1,1,0,0,26.55,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,False,False,True,True,False,False,2,0,1,0,39.6,True,False,False,False,False,False,False,False,False,True,False,False,0
False,False,True,False,False,False,True,False,False,1,1,0,0,227.525,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,False,True,False,False,True,False,False,3,0,1,0,79.65,False,False,False,False,True,False,False,False,False,False,False,True,0
False,False,False,True,False,False,False,False,True,2,0,1,0,17.4,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.75,False,False,False,False,False,False,False,False,True,False,True,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.8958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,13.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,3,0,1,0,24.15,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.8958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,False,False,True,5,0,0,1,21.075,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.2292,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.8542,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,10.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,True,False,False,3,0,1,0,51.4792,False,False,True,False,False,False,False,False,False,False,False,True,0
